EmployeeNumber,Age,Gender,Department,JobRole,DistanceFromHome,MonthlyIncome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,OverTime,MaritalStatus,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,StockOptionLevel
1084,30,Male,Research & Development,Manufacturing Director,20,9957,3,3,3,1,3,3,2,No,No,Married,Travel_Rarely,6,2,2,7,1,0,1
1085,41,Female,Research & Development,Research Scientist,7,3376,2,2,4,3,3,3,3,No,No,Married,Travel_Rarely,10,6,8,10,3,1,0
1088,38,Female,Research & Development,Healthcare Representative,17,8823,1,3,2,3,3,1,2,No,No,Married,Travel_Rarely,19,9,9,20,4,0,1
1092,40,Male,Research & Development,Healthcare Representative,20,10322,4,1,3,4,4,4,3,No,No,Married,Travel_Rarely,11,10,1,14,6,4,1
1094,27,Male,Research & Development,Laboratory Technician,8,4621,5,1,1,3,3,4,3,No,No,Married,Non-Travel,3,2,2,3,4,1,3
1096,55,Male,Research & Development,Manufacturing Director,2,10976,1,4,3,2,3,2,3,No,No,Married,Travel_Frequently,3,2,2,23,4,3,1
1097,28,Female,Research & Development,Research Scientist,10,3660,3,3,3,3,3,4,4,No,No,Single,Travel_Rarely,8,7,7,10,4,3,0
1098,44,Male,Human Resources,Human Resources,1,10482,2,2,2,1,3,4,3,Yes,No,Married,Travel_Rarely,20,6,6,24,1,9,1
1099,33,Male,Research & Development,Healthcare Representative,5,7119,3,4,2,4,3,3,3,No,No,Divorced,Travel_Rarely,3,2,2,9,2,4,1
1100,35,Male,Sales,Sales Executive,4,9582,3,4,3,1,4,1,3,Yes,Yes,Single,Travel_Rarely,8,7,7,9,2,0,0
1101,33,Female,Research & Development,Research Scientist,29,4508,4,1,2,3,4,2,3,Yes,No,Single,Travel_Frequently,13,7,8,14,4,1,0
1102,28,Male,Research & Development,Laboratory Technician,15,2207,2,1,3,3,3,4,2,No,No,Divorced,Travel_Rarely,4,2,2,4,5,1,1
1103,34,Male,Research & Development,Healthcare Representative,3,7756,1,1,3,4,3,3,2,No,No,Single,Travel_Frequently,6,2,4,7,1,0,0
1105,37,Female,Sales,Sales Executive,10,6694,4,4,2,4,3,3,3,No,Yes,Divorced,Travel_Rarely,1,0,0,8,5,2,3
1106,25,Male,Research & Development,Laboratory Technician,4,3691,1,4,3,4,3,2,4,Yes,Yes,Married,Travel_Rarely,7,7,6,7,3,1,1
1107,26,Male,Research & Development,Laboratory Technician,21,2377,3,1,3,3,4,3,2,Yes,No,Divorced,Travel_Rarely,1,1,0,1,0,1,1
1108,33,Male,Research & Development,Research Scientist,25,2313,3,1,2,2,4,2,3,Yes,Yes,Single,Travel_Rarely,2,2,2,5,0,4,0
1109,42,Male,Research & Development,Manager,2,17665,2,4,3,1,3,4,3,No,No,Married,Travel_Rarely,22,6,7,23,3,0,1
1111,28,Male,Research & Development,Laboratory Technician,1,2596,3,1,2,2,3,1,3,Yes,No,Divorced,Travel_Frequently,1,0,0,1,2,1,2
1113,50,Male,Sales,Sales Executive,1,4728,4,4,3,3,3,4,3,Yes,Yes,Single,Travel_Frequently,0,0,0,5,4,3,0
1114,33,Female,Sales,Sales Executive,7,4302,3,4,3,2,3,3,3,No,No,Married,Travel_Frequently,3,2,2,4,3,0,1
1115,34,Male,Research & Development,Research Scientist,3,2979,4,3,2,4,3,4,3,No,No,Married,Non-Travel,0,0,0,6,2,3,3
1116,48,Male,Research & Development,Manager,1,16885,4,1,4,4,4,3,2,No,No,Single,Non-Travel,5,4,1,27,3,2,0
1117,45,Female,Sales,Sales Executive,9,5593,4,2,2,3,3,4,3,No,No,Married,Non-Travel,15,10,12,15,2,1,1
1118,52,Male,Research & Development,Healthcare Representative,7,10445,4,2,3,2,3,4,3,No,No,Single,Travel_Rarely,8,6,0,18,4,7,0
1119,38,Male,Sales,Sales Executive,10,8740,4,3,2,3,3,2,3,No,Yes,Divorced,Travel_Rarely,8,7,7,9,2,0,2
1120,29,Female,Research & Development,Research Scientist,28,2514,4,3,3,4,4,1,3,No,No,Divorced,Travel_Rarely,7,5,7,11,1,4,1
1121,28,Female,Research & Development,Manufacturing Director,3,7655,3,4,3,2,3,2,2,No,No,Divorced,Travel_Rarely,9,7,7,10,3,0,3
1124,46,Male,Sales,Manager,3,17465,1,1,3,3,3,4,3,No,No,Married,Travel_Rarely,12,9,9,23,3,3,1
1125,38,Male,Sales,Sales Executive,2,7351,2,4,3,2,3,3,3,No,No,Single,Travel_Rarely,1,0,0,10,2,7,0
1126,43,Female,Research & Development,Manufacturing Director,27,10820,3,3,3,1,3,3,3,No,No,Married,Travel_Frequently,8,7,1,18,1,8,1
1127,39,Male,Research & Development,Healthcare Representative,2,12169,3,1,3,4,3,4,3,Yes,No,Divorced,Travel_Frequently,18,7,5,21,4,7,3
1128,40,Male,Research & Development,Research Director,14,19626,3,3,2,3,3,1,4,No,No,Single,Travel_Rarely,20,7,9,21,2,1,0
1131,21,Female,Research & Development,Research Scientist,1,2070,1,4,2,2,3,3,4,No,Yes,Single,Travel_Rarely,2,2,2,2,6,1,0
1132,39,Male,Research & Development,Laboratory Technician,9,6782,3,3,3,2,3,3,2,No,No,Single,Non-Travel,5,4,3,9,2,9,0
1133,36,Male,Research & Development,Manufacturing Director,18,7779,4,1,3,4,4,1,3,No,No,Single,Non-Travel,11,9,9,18,0,2,0
1135,31,Male,Sales,Sales Representative,20,2791,3,3,4,4,3,1,3,No,No,Married,Travel_Frequently,2,2,2,3,4,0,1
1136,28,Male,Research & Development,Research Scientist,2,3201,1,1,2,2,3,1,1,No,No,Married,Travel_Rarely,5,3,4,6,2,0,0
1137,35,Male,Sales,Sales Executive,11,4968,2,4,3,4,3,4,3,No,No,Divorced,Travel_Frequently,5,2,2,5,3,1,1
1138,49,Male,Sales,Sales Executive,8,13120,4,4,2,2,3,2,3,No,No,Married,Travel_Rarely,9,8,3,22,3,6,1
1140,34,Male,Research & Development,Manufacturing Director,2,4033,2,4,3,3,3,4,2,No,No,Single,Travel_Frequently,3,2,2,5,3,2,0
1143,29,Female,Research & Development,Research Scientist,10,3291,3,4,3,2,3,4,2,No,No,Divorced,Travel_Frequently,7,5,1,8,2,0,2
1148,42,Male,Research & Development,Laboratory Technician,29,4272,3,2,1,4,3,1,3,No,No,Single,Travel_Rarely,1,0,0,16,3,4,0
1150,29,Male,Research & Development,Manufacturing Director,8,5056,1,2,2,4,3,3,2,No,Yes,Married,Travel_Rarely,10,7,2,10,2,1,1
1152,38,Male,Human Resources,Human Resources,1,2844,3,3,4,3,3,4,4,No,No,Married,Travel_Rarely,7,6,0,7,2,1,1
1154,28,Male,Research & Development,Research Scientist,6,2703,3,3,2,3,3,4,3,No,Yes,Divorced,Travel_Frequently,3,1,2,3,2,1,1
1156,18,Male,Research & Development,Laboratory Technician,8,1904,1,3,3,3,3,4,3,Yes,No,Single,Non-Travel,0,0,0,0,0,1,0
1157,33,Female,Sales,Sales Executive,9,8224,4,1,3,1,3,1,3,Yes,Yes,Single,Travel_Rarely,5,2,3,6,3,0,0
1158,41,Male,Research & Development,Laboratory Technician,12,4766,4,2,3,4,3,1,3,No,Yes,Married,Travel_Rarely,1,0,0,6,4,3,1
1160,31,Male,Research & Development,Laboratory Technician,15,2610,3,3,3,3,3,3,2,Yes,No,Married,Travel_Frequently,2,2,2,2,5,1,1
1161,37,Female,Research & Development,Healthcare Representative,25,5731,2,3,2,4,3,3,3,No,No,Divorced,Travel_Rarely,6,2,3,9,2,7,2
1162,27,Male,Research & Development,Research Scientist,6,2539,3,4,2,3,3,3,3,No,No,Married,Travel_Rarely,4,2,2,4,0,1,1
1163,34,Female,Sales,Sales Executive,9,5714,1,2,3,3,4,1,2,No,No,Married,Travel_Rarely,6,5,3,6,3,1,0
1164,35,Male,Human Resources,Human Resources,8,4323,4,3,3,3,3,2,1,No,No,Single,Travel_Rarely,5,4,4,6,2,1,0
1165,29,Female,Sales,Sales Executive,23,7336,1,4,2,1,3,1,1,Yes,No,Married,Travel_Rarely,11,8,10,11,3,1,1
1166,40,Female,Research & Development,Research Director,9,13499,4,2,3,3,3,3,2,No,No,Single,Travel_Frequently,18,7,13,20,3,9,0
1167,42,Male,Sales,Sales Executive,12,13758,3,3,3,1,3,2,2,Yes,Yes,Single,Travel_Frequently,21,9,14,22,2,0,0
1171,42,Male,Sales,Sales Executive,4,5155,4,2,3,1,3,4,4,No,No,Single,Travel_Rarely,6,4,5,9,3,7,0
1172,35,Male,Research & Development,Laboratory Technician,1,2258,4,4,2,3,3,2,3,No,No,Married,Travel_Rarely,8,0,7,10,2,6,1
1173,24,Male,Research & Development,Laboratory Technician,24,3597,3,4,3,2,4,4,3,No,No,Single,Travel_Rarely,4,3,2,6,2,8,0
1175,28,Female,Research & Development,Laboratory Technician,12,2515,1,3,3,4,3,4,2,Yes,Yes,Married,Travel_Rarely,1,1,0,1,4,1,0
1177,26,Male,Research & Development,Laboratory Technician,3,4420,4,1,4,4,4,2,3,No,No,Married,Travel_Rarely,8,7,7,8,2,1,1
1179,30,Male,Sales,Sales Executive,10,6578,3,3,2,3,3,1,3,No,No,Married,Travel_Rarely,10,3,4,10,3,1,1
1180,40,Female,Research & Development,Research Scientist,26,4422,2,3,2,4,3,4,1,No,Yes,Married,Travel_Frequently,1,1,0,16,3,3,1
1182,35,Male,Research & Development,Manufacturing Director,2,10274,3,3,2,2,3,2,4,No,No,Divorced,Travel_Rarely,7,7,4,15,2,2,1
1184,34,Male,Research & Development,Healthcare Representative,1,5343,3,4,2,1,4,3,3,No,No,Single,Travel_Frequently,13,9,9,14,3,0,0
1185,35,Male,Research & Development,Laboratory Technician,4,2376,4,4,2,4,3,2,4,No,No,Married,Travel_Frequently,2,2,2,2,2,1,1
1188,43,Female,Sales,Sales Executive,9,5346,3,1,1,3,3,2,2,Yes,No,Single,Travel_Rarely,4,3,3,7,2,8,0
1190,32,Female,Sales,Sales Representative,2,2827,1,3,3,1,3,3,3,No,No,Divorced,Non-Travel,1,0,0,1,3,1,3
1191,56,Female,Research & Development,Manager,4,19943,4,4,3,1,3,4,3,No,No,Divorced,Travel_Rarely,5,2,2,28,2,4,1
1192,29,Female,Research & Development,Laboratory Technician,6,3131,1,2,3,4,3,1,3,No,No,Married,Travel_Rarely,10,8,8,10,5,1,1
1193,19,Male,Research & Development,Research Scientist,9,2552,2,3,3,1,4,3,3,No,No,Single,Travel_Rarely,1,1,0,1,4,1,0
1195,45,Female,Research & Development,Research Scientist,7,4477,3,1,3,3,3,3,2,No,Yes,Married,Travel_Rarely,3,2,2,7,2,4,1
1196,37,Female,Research & Development,Manufacturing Director,1,6474,3,4,2,4,3,2,2,No,No,Married,Travel_Rarely,14,8,11,14,2,1,1
1198,20,Male,Research & Development,Laboratory Technician,3,3033,3,1,2,3,3,1,2,No,No,Single,Travel_Rarely,2,2,2,2,2,1,0
1200,44,Male,Research & Development,Research Scientist,10,2936,4,3,3,3,3,3,3,Yes,Yes,Single,Travel_Rarely,6,4,2,6,4,1,0
1201,53,Female,Research & Development,Manager,7,18606,2,4,3,3,3,2,3,No,No,Divorced,Travel_Rarely,7,7,7,26,6,3,1
1202,29,Female,Research & Development,Research Scientist,15,2168,1,2,1,4,3,1,2,No,Yes,Married,Travel_Rarely,5,4,3,6,2,0,1
1203,22,Male,Research & Development,Research Scientist,3,2853,4,3,2,4,3,2,3,Yes,Yes,Married,Travel_Frequently,0,0,0,1,5,0,1
1204,46,Female,Sales,Manager,2,17048,3,3,3,1,4,1,3,No,No,Married,Travel_Rarely,26,15,9,28,2,8,0
1206,44,Male,Research & Development,Research Scientist,17,2290,3,4,1,3,3,4,3,No,No,Single,Non-Travel,0,0,0,6,3,2,0
1207,33,Male,Human Resources,Human Resources,2,3600,3,2,3,3,3,4,3,No,No,Married,Travel_Rarely,5,4,4,5,2,1,1
1210,41,Male,Research & Development,Research Scientist,5,2107,2,1,2,1,3,1,1,Yes,No,Divorced,Non-Travel,1,0,0,5,2,6,1
1211,30,Male,Sales,Sales Executive,29,4115,4,3,3,1,3,3,3,No,No,Divorced,Travel_Rarely,4,3,3,8,3,8,3
1212,40,Male,Sales,Sales Executive,2,4327,4,2,3,2,3,4,3,No,No,Married,Travel_Frequently,0,0,0,5,2,5,3
1215,50,Female,Research & Development,Manager,2,17856,3,4,3,1,4,3,3,No,No,Married,Travel_Frequently,2,2,2,32,3,2,1
1216,28,Male,Research & Development,Laboratory Technician,19,3196,4,4,2,1,3,3,3,No,No,Married,Travel_Rarely,6,5,3,6,2,1,3
1217,46,Male,Research & Development,Research Director,15,19081,2,4,3,2,3,1,3,No,No,Married,Travel_Rarely,4,2,3,25,2,5,1
1218,35,Male,Sales,Sales Executive,17,8966,4,3,3,1,3,4,3,No,Yes,Married,Travel_Rarely,7,7,7,15,2,3,3
1219,24,Female,Research & Development,Laboratory Technician,17,2210,2,4,3,2,3,1,1,Yes,No,Married,Travel_Rarely,1,0,0,1,3,1,1
1220,33,Female,Sales,Sales Executive,25,4539,3,2,3,3,3,1,2,No,No,Married,Travel_Frequently,10,7,1,10,3,1,1
1221,36,Male,Research & Development,Laboratory Technician,6,2741,4,3,1,3,3,3,3,No,No,Divorced,Travel_Rarely,7,7,7,7,4,1,1
1224,30,Male,Research & Development,Laboratory Technician,7,3491,4,3,3,3,3,1,2,No,No,Divorced,Travel_Rarely,10,7,9,10,4,1,3
1225,44,Male,Research & Development,Research Scientist,29,4541,4,4,3,4,4,2,3,No,No,Single,Travel_Rarely,20,11,17,20,3,1,0
1226,20,Male,Sales,Sales Representative,21,2678,3,3,4,4,3,4,3,No,No,Single,Travel_Rarely,2,1,2,2,2,1,0
1228,46,Male,Research & Development,Manufacturing Director,2,7379,4,4,3,4,3,3,2,No,No,Divorced,Travel_Rarely,6,3,4,12,3,2,1
1231,42,Male,Human Resources,Human Resources,2,6272,5,4,4,1,3,1,4,No,No,Married,Non-Travel,4,3,3,10,3,7,1
1233,60,Male,Sales,Sales Executive,7,5220,4,2,4,4,3,2,3,No,Yes,Divorced,Travel_Rarely,11,7,9,12,3,0,1
1234,32,Female,Research & Development,Laboratory Technician,13,2743,3,3,2,2,4,3,3,No,No,Married,Travel_Frequently,2,2,2,2,2,1,1
1235,32,Female,Research & Development,Research Scientist,2,4998,2,4,3,3,3,4,3,No,Yes,Single,Travel_Frequently,8,7,7,10,2,4,0
1237,36,Female,Research & Development,Manufacturing Director,1,10252,3,3,1,1,4,3,3,No,Yes,Divorced,Travel_Rarely,7,7,7,17,2,2,1
1238,33,Male,Research & Development,Research Scientist,9,2781,3,1,3,4,3,2,3,No,No,Married,Travel_Rarely,14,10,10,15,5,0,1
1239,40,Female,Sales,Sales Executive,10,6852,3,2,2,2,3,2,4,No,No,Divorced,Travel_Rarely,5,1,3,7,2,7,1
1240,25,Male,Sales,Sales Executive,10,4950,4,3,3,4,3,2,3,No,No,Single,Travel_Rarely,4,3,1,5,4,0,0
1241,30,Male,Research & Development,Research Scientist,1,3579,3,4,3,2,4,1,3,No,Yes,Married,Travel_Rarely,11,9,7,12,2,0,1
1242,42,Female,Research & Development,Research Director,26,13191,5,1,3,1,3,3,3,No,Yes,Married,Travel_Frequently,1,0,0,20,6,3,0
1243,35,Female,Sales,Sales Executive,8,10377,2,3,2,4,3,2,2,No,Yes,Married,Non-Travel,13,2,12,16,6,4,1
1244,27,Male,Research & Development,Research Scientist,14,2235,3,1,3,1,3,4,2,No,Yes,Married,Travel_Rarely,9,7,8,9,3,1,2
1245,54,Female,Research & Development,Manufacturing Director,1,10502,4,4,3,3,3,1,1,No,No,Divorced,Travel_Frequently,5,4,4,33,2,7,1
1246,44,Female,Research & Development,Research Scientist,2,2011,1,1,4,4,3,4,3,No,No,Married,Travel_Rarely,10,5,7,10,5,1,1
1248,19,Female,Research & Development,Research Scientist,10,1859,3,1,2,2,4,2,4,Yes,Yes,Single,Non-Travel,1,1,0,1,2,1,0
1249,29,Female,Research & Development,Research Scientist,1,3760,3,1,3,4,3,1,3,No,No,Divorced,Travel_Rarely,3,2,2,3,5,1,3
1250,54,Male,Research & Development,Research Director,3,17779,3,4,3,4,3,1,3,No,No,Married,Travel_Rarely,10,9,9,36,2,3,0
1251,31,Male,Research & Development,Healthcare Representative,11,6833,2,3,3,1,3,4,2,No,Yes,Married,Travel_Rarely,6,5,1,6,2,1,0
1252,31,Female,Research & Development,Healthcare Representative,24,6812,3,3,2,1,3,2,3,No,No,Single,Travel_Rarely,10,9,8,10,2,1,0
1254,59,Female,Sales,Sales Executive,3,5171,3,3,2,4,3,4,3,No,No,Single,Travel_Rarely,6,1,5,13,2,5,0
1255,43,Male,Research & Development,Research Director,3,19740,3,3,1,4,3,2,3,No,No,Married,Travel_Rarely,8,7,7,25,2,3,1
1256,49,Male,Research & Development,Manager,4,18711,2,1,2,3,3,3,4,No,No,Married,Travel_Rarely,1,0,0,23,2,2,1
1257,36,Male,Research & Development,Research Scientist,3,3692,3,3,3,2,3,3,2,No,No,Married,Travel_Frequently,11,10,7,12,2,1,0
1258,48,Male,Research & Development,Laboratory Technician,2,2559,2,4,4,2,3,3,2,No,No,Single,Travel_Rarely,1,0,0,7,4,5,0
1259,27,Male,Research & Development,Research Scientist,4,2517,2,1,3,3,3,2,3,No,No,Divorced,Travel_Rarely,5,3,3,5,2,1,3
1260,29,Male,Research & Development,Healthcare Representative,7,6623,3,3,3,4,3,2,3,No,Yes,Divorced,Travel_Rarely,6,0,0,6,2,1,2
1263,48,Male,Research & Development,Research Director,1,18265,3,4,2,4,3,3,4,No,No,Single,Travel_Rarely,1,0,0,25,3,6,0
1264,29,Female,Research & Development,Research Director,1,16124,3,4,2,4,3,2,2,No,No,Divorced,Travel_Rarely,7,7,7,9,2,3,2
1265,34,Female,Research & Development,Research Scientist,20,2585,3,3,4,3,3,4,2,No,No,Married,Travel_Rarely,1,0,0,2,5,0,0
1267,44,Male,Sales,Manager,5,18213,3,2,3,2,3,3,3,No,No,Married,Travel_Rarely,22,9,10,26,5,7,1
1268,33,Male,Sales,Sales Executive,10,8380,5,4,4,3,3,4,3,No,Yes,Divorced,Travel_Rarely,9,8,8,10,3,0,2
1269,19,Female,Research & Development,Research Scientist,25,2994,3,2,4,4,3,4,3,No,Yes,Single,Travel_Rarely,1,0,1,1,2,1,0
1270,23,Male,Research & Development,Research Scientist,1,1223,2,4,3,3,4,4,3,No,No,Married,Travel_Rarely,1,0,1,1,2,1,1
1273,25,Male,Sales,Sales Representative,24,1118,1,3,1,4,3,4,3,Yes,Yes,Single,Travel_Frequently,1,0,0,1,4,1,0
1275,26,Male,Research & Development,Research Scientist,4,2875,2,3,3,4,4,2,2,No,Yes,Single,Travel_Rarely,8,5,2,8,2,1,0
1277,45,Female,Sales,Manager,2,18824,3,1,1,2,3,1,3,Yes,Yes,Single,Travel_Rarely,24,10,11,26,2,2,0
1278,55,Male,Research & Development,Healthcare Representative,8,13577,1,4,2,2,3,4,3,No,Yes,Divorced,Non-Travel,33,9,0,34,3,1,1
1279,21,Female,Research & Development,Laboratory Technician,10,2625,2,1,2,3,4,3,1,Yes,No,Single,Travel_Frequently,2,2,2,2,2,1,0
1280,46,Female,Sales,Manager,4,18789,2,4,2,2,3,3,3,No,No,Married,Travel_Rarely,11,4,8,26,2,2,1
1281,34,Female,Sales,Sales Executive,2,4538,3,3,3,1,3,4,3,No,Yes,Single,Travel_Rarely,3,2,2,4,3,0,0
1282,51,Male,Sales,Manager,9,19847,3,4,3,2,4,1,2,No,Yes,Divorced,Travel_Frequently,29,10,10,31,5,4,1
1283,59,Male,Research & Development,Manufacturing Director,18,10512,4,4,3,4,3,4,2,No,No,Single,Travel_Rarely,9,7,4,25,6,6,0
1285,34,Female,Research & Development,Laboratory Technician,19,4444,3,3,3,2,3,3,4,No,No,Divorced,Travel_Frequently,11,8,10,15,2,4,2
1286,28,Male,Research & Development,Laboratory Technician,1,2154,4,4,3,3,3,3,2,No,Yes,Single,Travel_Frequently,4,2,2,5,2,0,0
1288,44,Male,Research & Development,Manager,4,19190,2,3,4,1,3,4,2,No,No,Divorced,Travel_Rarely,25,9,13,26,4,1,2
1289,34,Male,Human Resources,Human Resources,11,4490,3,3,2,2,3,4,4,No,No,Married,Travel_Frequently,10,9,8,14,5,4,2
1291,35,Male,Research & Development,Research Scientist,6,3506,1,3,3,3,3,4,3,No,Yes,Married,Travel_Rarely,3,2,2,4,3,0,0
1292,42,Female,Research & Development,Research Scientist,7,2372,4,2,4,2,3,4,3,No,Yes,Married,Travel_Rarely,1,0,0,18,2,6,0
1293,43,Female,Sales,Sales Executive,4,10231,4,4,2,4,3,4,4,No,No,Single,Travel_Rarely,21,7,17,23,3,3,0
1294,36,Female,Research & Development,Manufacturing Director,2,5410,4,3,3,2,3,4,3,No,Yes,Single,Travel_Rarely,16,14,12,18,2,9,0
1295,44,Female,Research & Development,Healthcare Representative,15,7978,3,1,3,4,3,4,3,Yes,No,Married,Travel_Rarely,10,7,5,10,2,1,1
1296,28,Male,Research & Development,Laboratory Technician,2,3867,3,4,2,4,3,2,3,No,Yes,Married,Travel_Frequently,2,2,2,2,2,1,1
1297,51,Female,Research & Development,Laboratory Technician,6,2838,2,2,2,3,3,2,2,No,No,Single,Travel_Frequently,7,0,7,8,6,0,0
1298,30,Female,Research & Development,Manufacturing Director,9,4695,2,3,3,3,3,3,3,No,Yes,Single,Non-Travel,8,4,7,10,3,7,0
1299,29,Female,Research & Development,Laboratory Technician,7,3339,3,2,3,3,3,1,3,Yes,Yes,Divorced,Travel_Rarely,7,7,7,10,2,3,2
1301,28,Male,Research & Development,Research Scientist,1,2080,3,4,3,1,3,2,2,No,No,Single,Travel_Rarely,3,2,2,5,2,2,0
1303,25,Female,Research & Development,Research Scientist,1,2096,3,4,3,2,3,4,2,No,No,Single,Travel_Rarely,2,2,1,2,3,1,0
1304,32,Male,Sales,Sales Executive,8,6209,3,3,4,4,3,3,4,No,No,Married,Travel_Rarely,10,7,8,10,4,1,2
1306,45,Female,Research & Development,Manager,25,18061,3,2,3,2,4,3,3,No,No,Single,Travel_Frequently,0,0,0,22,4,3,0
1307,39,Female,Research & Development,Manager,13,17123,4,3,2,2,3,4,3,No,Yes,Divorced,Travel_Rarely,19,9,2,21,4,6,2
1308,58,Male,Research & Development,Research Scientist,23,2372,4,1,3,3,3,4,3,No,No,Divorced,Travel_Rarely,2,2,2,2,3,1,2
1309,32,Male,Research & Development,Laboratory Technician,7,4883,2,4,3,3,3,1,3,Yes,No,Married,Travel_Rarely,10,4,1,10,3,1,1
1310,39,Male,Research & Development,Research Scientist,23,3904,3,3,3,1,3,1,3,Yes,No,Single,Travel_Rarely,5,2,3,6,2,0,0
1311,30,Female,Research & Development,Laboratory Technician,6,4627,3,1,2,4,3,1,3,No,No,Married,Travel_Rarely,9,2,7,10,6,0,1
1312,36,Female,Research & Development,Healthcare Representative,10,7094,4,4,3,3,3,1,3,No,No,Married,Travel_Rarely,7,7,7,10,0,3,0
1314,46,Female,Human Resources,Human Resources,1,3423,2,4,3,1,3,3,4,No,No,Single,Travel_Rarely,7,6,7,10,3,6,0
1315,28,Female,Research & Development,Laboratory Technician,1,6674,3,3,1,4,3,1,3,No,No,Married,Non-Travel,9,8,5,10,6,0,3
1317,50,Female,Research & Development,Research Director,28,16880,3,4,3,1,3,2,3,No,Yes,Married,Travel_Rarely,3,2,2,25,2,4,0
1318,40,Male,Sales,Sales Executive,25,9094,4,4,2,2,3,3,3,Yes,Yes,Single,Travel_Rarely,5,4,0,9,2,2,0
1319,52,Male,Sales,Sales Executive,5,8446,3,2,3,2,3,3,2,Yes,Yes,Single,Travel_Rarely,8,7,7,10,2,9,0
1321,30,Female,Research & Development,Manager,17,11916,4,2,3,1,4,4,3,No,Yes,Married,Travel_Rarely,9,1,8,9,2,1,2
1322,39,Male,Research & Development,Manufacturing Director,18,4534,2,1,3,3,3,1,3,No,No,Single,Travel_Rarely,8,7,7,9,6,0,0
1324,31,Female,Sales,Sales Executive,2,9852,4,4,3,3,3,1,2,No,Yes,Divorced,Non-Travel,10,8,6,10,5,1,1
1329,41,Male,Sales,Sales Executive,10,6151,2,3,1,2,3,1,3,No,No,Single,Non-Travel,19,2,9,19,4,1,0
1331,31,Female,Sales,Sales Representative,1,2302,3,4,3,2,3,1,4,Yes,Yes,Single,Travel_Frequently,3,2,2,3,2,1,0
1333,44,Male,Research & Development,Laboratory Technician,3,2362,3,1,3,1,3,3,4,Yes,No,Married,Travel_Rarely,3,2,2,10,4,4,0
1334,42,Male,Research & Development,Manager,2,17861,1,3,3,3,3,4,2,No,Yes,Married,Non-Travel,20,8,10,21,3,0,0
1336,55,Female,Research & Development,Manager,2,19187,2,4,1,3,3,4,3,No,No,Married,Travel_Rarely,19,9,11,23,5,4,1
1338,56,Male,Human Resources,Manager,8,19717,4,4,3,2,3,1,3,No,No,Single,Travel_Rarely,7,3,7,36,4,6,0
1340,40,Male,Research & Development,Research Scientist,16,3544,2,3,3,3,3,2,3,No,No,Divorced,Non-Travel,4,2,0,6,0,9,1
1344,34,Male,Research & Development,Healthcare Representative,9,8500,3,4,3,4,3,4,2,No,No,Divorced,Travel_Rarely,9,7,6,10,0,0,1
1346,40,Male,Research & Development,Research Scientist,2,4661,3,3,3,4,3,3,3,No,No,Single,Travel_Rarely,9,8,8,9,4,1,0
1349,41,Female,Sales,Sales Executive,1,4103,3,3,3,1,3,4,3,No,No,Divorced,Travel_Frequently,9,3,7,10,2,0,1
1350,35,Male,Research & Development,Research Scientist,4,4249,4,3,3,3,3,2,3,No,Yes,Single,Travel_Frequently,9,6,1,9,3,1,0
1352,51,Male,Human Resources,Manager,5,14026,3,3,3,2,3,2,3,No,Yes,Divorced,Travel_Rarely,33,9,10,33,2,1,1
1355,38,Female,Sales,Sales Executive,2,6893,2,2,3,1,3,4,3,No,No,Divorced,Travel_Rarely,7,7,7,11,3,3,1
1356,34,Female,Sales,Sales Executive,15,6125,2,3,3,1,3,4,4,No,No,Single,Travel_Rarely,10,8,6,10,6,1,0
1358,25,Male,Research & Development,Laboratory Technician,19,3669,1,4,3,4,3,3,2,No,No,Married,Travel_Rarely,3,2,2,7,6,3,3
1360,58,Female,Research & Development,Manufacturing Director,7,10008,4,3,2,1,3,4,2,Yes,Yes,Married,Travel_Rarely,10,9,9,31,0,7,0
1361,40,Male,Research & Development,Laboratory Technician,1,2387,4,2,3,2,4,3,3,No,No,Married,Travel_Rarely,4,2,3,7,3,3,1
1362,36,Female,Sales,Sales Executive,7,4639,3,1,4,1,3,4,2,No,No,Married,Travel_Frequently,15,7,13,17,2,2,1
1363,48,Male,Research & Development,Manufacturing Director,4,7898,3,4,3,4,3,3,3,No,No,Single,Travel_Rarely,10,9,8,11,2,1,0
1364,27,Female,Sales,Sales Representative,11,2534,3,3,4,4,3,2,3,No,No,Married,Travel_Rarely,1,0,0,5,4,8,1
1367,51,Female,Research & Development,Manufacturing Director,11,13142,2,4,2,2,3,2,2,No,No,Single,Travel_Rarely,5,2,3,29,1,3,0
1368,18,Female,Research & Development,Laboratory Technician,1,1611,3,4,3,4,3,3,4,No,No,Single,Non-Travel,0,0,0,0,5,1,0
1369,35,Female,Research & Development,Laboratory Technician,1,5363,3,4,2,4,3,2,3,No,No,Married,Travel_Rarely,9,7,0,10,0,0,1
1371,27,Male,Sales,Sales Executive,2,5071,1,4,1,4,4,2,3,No,No,Single,Travel_Frequently,6,2,0,8,3,3,0
1372,55,Male,Sales,Sales Executive,13,13695,4,1,4,3,3,3,2,Yes,Yes,Single,Travel_Rarely,19,7,8,24,2,6,0
